"","Date","Islander","Negative","total_tweets"
"973","2022-07-07","Deji",7,314
"974","2022-07-07","Ekin-Su",68,1420
"975","2022-07-07","Gemma",54,1021
"976","2022-07-07","Ikenna",2,37
"977","2022-07-07","Indiyah",85,3109
"978","2022-07-07","Jacques",411,5020
"979","2022-07-07","Jamie",0,1
"980","2022-07-07","Jay",7,274
"981","2022-07-07","Josh",1,68
"982","2022-07-07","Lacey",0,0
"983","2022-07-07","Liam",7,122
"984","2022-07-07","Luca",39,735
"985","2022-07-07","Nathalia",0,0
"986","2022-07-07","Paige",272,4241
"987","2022-07-07","Reece",0,4
"988","2022-07-07","Remi",7,90
"989","2022-07-07","Summer",19,521
"990","2022-07-07","Tasha",67,1265
"991","2022-07-08","Adam",0,9
"992","2022-07-08","Afia",0,2
"993","2022-07-08","Amber",2,27
"994","2022-07-08","Andrew",344,4473
"995","2022-07-08","Antigoni",0,7
"996","2022-07-08","Billy",16,358
"997","2022-07-08","Charlie",1,12
"998","2022-07-08","Chyna",15,265
"999","2022-07-08","Coco",73,2954
"1000","2022-07-08","Dami",140,1651
"1001","2022-07-08","Danica",14,297
"1002","2022-07-08","Davide",90,5032
"1003","2022-07-08","Deji",11,451
"1004","2022-07-08","Ekin-Su",31,1035
"1005","2022-07-08","Gemma",36,555
"1006","2022-07-08","Ikenna",0,15
"1007","2022-07-08","Indiyah",31,1079
"1008","2022-07-08","Jacques",80,1034
"1009","2022-07-08","Jamie",0,5
"1010","2022-07-08","Jay",29,571
"1011","2022-07-08","Josh",11,176
"1012","2022-07-08","Lacey",0,0
"1013","2022-07-08","Liam",0,20
"1014","2022-07-08","Luca",66,846
"1015","2022-07-08","Nathalia",0,0
"1016","2022-07-08","Paige",72,1299
"1017","2022-07-08","Reece",0,3
"1018","2022-07-08","Remi",1,42
"1019","2022-07-08","Summer",17,341
"1020","2022-07-08","Tasha",258,4623
"1021","2022-07-09","Adam",0,3
"1022","2022-07-09","Afia",0,2
"1023","2022-07-09","Amber",6,39
"1024","2022-07-09","Andrew",170,1869
"1025","2022-07-09","Antigoni",2,27
"1026","2022-07-09","Billy",15,258
"1027","2022-07-09","Charlie",1,15
"1028","2022-07-09","Chyna",14,201
"1029","2022-07-09","Coco",44,795
"1030","2022-07-09","Dami",102,1316
"1031","2022-07-09","Danica",7,197
"1032","2022-07-09","Davide",40,679
"1033","2022-07-09","Deji",2,149
"1034","2022-07-09","Ekin-Su",27,739
"1035","2022-07-09","Gemma",42,743
"1036","2022-07-09","Ikenna",1,14
"1037","2022-07-09","Indiyah",23,508
"1038","2022-07-09","Jacques",127,1209
"1039","2022-07-09","Jamie",0,8
"1040","2022-07-09","Jay",24,558
"1041","2022-07-09","Josh",5,108
"1042","2022-07-09","Lacey",0,0
"1043","2022-07-09","Liam",1,24
"1044","2022-07-09","Luca",66,758
"1045","2022-07-09","Nathalia",0,0
"1046","2022-07-09","Paige",80,1075
"1047","2022-07-09","Reece",0,22
"1048","2022-07-09","Remi",4,52
"1049","2022-07-09","Summer",8,149
"1050","2022-07-09","Tasha",126,1384
"1051","2022-07-10","Adam",335,8868
"1052","2022-07-10","Afia",0,3
"1053","2022-07-10","Amber",0,52
"1054","2022-07-10","Andrew",80,1592
"1055","2022-07-10","Antigoni",0,3
"1056","2022-07-10","Billy",18,309
"1057","2022-07-10","Charlie",0,0
"1058","2022-07-10","Chyna",30,503
"1059","2022-07-10","Coco",22,767
"1060","2022-07-10","Dami",145,2191
"1061","2022-07-10","Danica",24,560
"1062","2022-07-10","Davide",14,482
"1063","2022-07-10","Deji",10,307
"1064","2022-07-10","Ekin-Su",30,1052
"1065","2022-07-10","Gemma",21,609
"1066","2022-07-10","Ikenna",1,12
"1067","2022-07-10","Indiyah",34,806
"1068","2022-07-10","Jacques",83,1353
"1069","2022-07-10","Jamie",0,1
"1070","2022-07-10","Jay",45,734
"1071","2022-07-10","Josh",16,157
"1072","2022-07-10","Lacey",0,0
"1073","2022-07-10","Liam",3,50
"1074","2022-07-10","Luca",33,513
"1075","2022-07-10","Nathalia",0,0
"1076","2022-07-10","Paige",57,1377
"1077","2022-07-10","Reece",0,4
"1078","2022-07-10","Remi",2,38
"1079","2022-07-10","Summer",14,402
"1080","2022-07-10","Tasha",44,914
"1081","2022-07-11","Adam",238,6870
"1082","2022-07-11","Afia",1,4
"1083","2022-07-11","Amber",0,18
"1084","2022-07-11","Andrew",40,488
"1085","2022-07-11","Antigoni",0,7
"1086","2022-07-11","Billy",5,87
"1087","2022-07-11","Charlie",0,11
"1088","2022-07-11","Chyna",10,74
"1089","2022-07-11","Coco",7,105
"1090","2022-07-11","Dami",53,632
"1091","2022-07-11","Danica",16,695
"1092","2022-07-11","Davide",33,773
"1093","2022-07-11","Deji",5,97
"1094","2022-07-11","Ekin-Su",243,5232
"1095","2022-07-11","Gemma",213,3870
"1096","2022-07-11","Ikenna",0,15
"1097","2022-07-11","Indiyah",45,705
"1098","2022-07-11","Jacques",221,3929
"1099","2022-07-11","Jamie",0,1
"1100","2022-07-11","Jay",14,182
"1101","2022-07-11","Josh",0,27
"1102","2022-07-11","Lacey",0,0
"1103","2022-07-11","Liam",2,27
"1104","2022-07-11","Luca",58,2279
"1105","2022-07-11","Nathalia",0,0
"1106","2022-07-11","Paige",141,2624
"1107","2022-07-11","Reece",0,3
"1108","2022-07-11","Remi",2,58
"1109","2022-07-11","Summer",3,206
"1110","2022-07-11","Tasha",68,1473
"1111","2022-07-12","Adam",56,2043
"1112","2022-07-12","Afia",0,2
"1113","2022-07-12","Amber",0,35
"1114","2022-07-12","Andrew",27,333
"1115","2022-07-12","Antigoni",0,7
"1116","2022-07-12","Billy",20,342
"1117","2022-07-12","Charlie",0,7
"1118","2022-07-12","Chyna",1,11
"1119","2022-07-12","Coco",7,82
"1120","2022-07-12","Dami",13,262
"1121","2022-07-12","Danica",5,93
"1122","2022-07-12","Davide",7,213
"1123","2022-07-12","Deji",2,52
"1124","2022-07-12","Ekin-Su",26,411
"1125","2022-07-12","Gemma",38,1145
"1126","2022-07-12","Ikenna",0,4
"1127","2022-07-12","Indiyah",7,152
"1128","2022-07-12","Jacques",397,8553
"1129","2022-07-12","Jamie",0,1
"1130","2022-07-12","Jay",3,79
"1131","2022-07-12","Josh",2,46
"1132","2022-07-12","Lacey",0,0
"1133","2022-07-12","Liam",1,58
"1134","2022-07-12","Luca",77,3092
"1135","2022-07-12","Nathalia",0,0
"1136","2022-07-12","Paige",146,5320
"1137","2022-07-12","Reece",0,3
"1138","2022-07-12","Remi",11,136
"1139","2022-07-12","Summer",1,91
"1140","2022-07-12","Tasha",32,364
"1141","2022-07-13","Adam",37,675
"1142","2022-07-13","Afia",0,6
"1143","2022-07-13","Amber",2,14
"1144","2022-07-13","Andrew",25,263
"1145","2022-07-13","Antigoni",0,40
"1146","2022-07-13","Billy",20,1629
"1147","2022-07-13","Charlie",0,7
"1148","2022-07-13","Chyna",1,166
"1149","2022-07-13","Coco",24,421
"1150","2022-07-13","Dami",47,755
"1151","2022-07-13","Danica",44,2998
"1152","2022-07-13","Davide",72,1510
"1153","2022-07-13","Deji",22,687
"1154","2022-07-13","Ekin-Su",76,1372
"1155","2022-07-13","Gemma",336,3424
"1156","2022-07-13","Ikenna",1,10
"1157","2022-07-13","Indiyah",39,1097
"1158","2022-07-13","Jacques",28,356
"1159","2022-07-13","Jamie",0,4
"1160","2022-07-13","Jay",1,47
"1161","2022-07-13","Josh",33,698
"1162","2022-07-13","Lacey",0,0
"1163","2022-07-13","Liam",5,36
"1164","2022-07-13","Luca",313,3231
"1165","2022-07-13","Nathalia",0,0
"1166","2022-07-13","Paige",22,430
"1167","2022-07-13","Reece",0,4
"1168","2022-07-13","Remi",4,102
"1169","2022-07-13","Summer",39,866
"1170","2022-07-13","Tasha",32,403
"1171","2022-07-14","Adam",10,223
"1172","2022-07-14","Afia",0,2
"1173","2022-07-14","Amber",1,16
"1174","2022-07-14","Andrew",418,5243
"1175","2022-07-14","Antigoni",0,5
"1176","2022-07-14","Billy",30,1613
"1177","2022-07-14","Charlie",0,5
"1178","2022-07-14","Chyna",0,17
"1179","2022-07-14","Coco",109,1310
"1180","2022-07-14","Dami",34,686
"1181","2022-07-14","Danica",20,1773
"1182","2022-07-14","Davide",31,698
"1183","2022-07-14","Deji",33,787
"1184","2022-07-14","Ekin-Su",73,1032
"1185","2022-07-14","Gemma",79,1005
"1186","2022-07-14","Ikenna",1,6
"1187","2022-07-14","Indiyah",26,719
"1188","2022-07-14","Jacques",17,232
"1189","2022-07-14","Jamie",0,2
"1190","2022-07-14","Jay",1,18
"1191","2022-07-14","Josh",15,318
"1192","2022-07-14","Lacey",0,0
"1193","2022-07-14","Liam",0,12
"1194","2022-07-14","Luca",30,628
"1195","2022-07-14","Nathalia",0,0
"1196","2022-07-14","Paige",20,349
"1197","2022-07-14","Reece",0,3
"1198","2022-07-14","Remi",3,32
"1199","2022-07-14","Summer",23,875
"1200","2022-07-14","Tasha",476,6506
"1201","2022-07-15","Adam",8,139
"1202","2022-07-15","Afia",0,1
"1203","2022-07-15","Amber",2,27
"1204","2022-07-15","Andrew",35,422
"1205","2022-07-15","Antigoni",1,2
"1206","2022-07-15","Billy",18,728
"1207","2022-07-15","Charlie",0,3
"1208","2022-07-15","Chyna",0,7
"1209","2022-07-15","Coco",19,184
"1210","2022-07-15","Dami",120,2792
"1211","2022-07-15","Danica",5,98
"1212","2022-07-15","Davide",66,1571
"1213","2022-07-15","Deji",30,3599
"1214","2022-07-15","Ekin-Su",134,2632
"1215","2022-07-15","Gemma",79,1630
"1216","2022-07-15","Ikenna",0,5
"1217","2022-07-15","Indiyah",30,1622
"1218","2022-07-15","Jacques",14,257
"1219","2022-07-15","Jamie",0,1
"1220","2022-07-15","Jay",0,17
"1221","2022-07-15","Josh",12,90
"1222","2022-07-15","Lacey",0,0
"1223","2022-07-15","Liam",1,9
"1224","2022-07-15","Luca",189,3695
"1225","2022-07-15","Nathalia",0,0
"1226","2022-07-15","Paige",13,357
"1227","2022-07-15","Reece",0,0
"1228","2022-07-15","Remi",3,34
"1229","2022-07-15","Summer",16,228
"1230","2022-07-15","Tasha",113,1296
"1231","2022-07-16","Adam",16,196
"1232","2022-07-16","Afia",0,2
"1233","2022-07-16","Amber",2,29
"1234","2022-07-16","Andrew",44,410
"1235","2022-07-16","Antigoni",0,19
"1236","2022-07-16","Billy",3,157
"1237","2022-07-16","Charlie",3,11
"1238","2022-07-16","Chyna",0,17
"1239","2022-07-16","Coco",12,126
"1240","2022-07-16","Dami",58,708
"1241","2022-07-16","Danica",30,244
"1242","2022-07-16","Davide",30,676
"1243","2022-07-16","Deji",5,347
"1244","2022-07-16","Ekin-Su",55,933
"1245","2022-07-16","Gemma",34,544
"1246","2022-07-16","Ikenna",2,12
"1247","2022-07-16","Indiyah",21,388
"1248","2022-07-16","Jacques",31,365
"1249","2022-07-16","Jamie",0,1
"1250","2022-07-16","Jay",1,34
"1251","2022-07-16","Josh",25,151
"1252","2022-07-16","Lacey",0,0
"1253","2022-07-16","Liam",1,20
"1254","2022-07-16","Luca",69,860
"1255","2022-07-16","Nathalia",0,0
"1256","2022-07-16","Paige",28,367
"1257","2022-07-16","Reece",0,0
"1258","2022-07-16","Remi",2,28
"1259","2022-07-16","Summer",7,140
"1260","2022-07-16","Tasha",108,1045
"1261","2022-07-17","Adam",91,1655
"1262","2022-07-17","Afia",0,1
"1263","2022-07-17","Amber",3,83
"1264","2022-07-17","Andrew",36,554
"1265","2022-07-17","Antigoni",0,1
"1266","2022-07-17","Billy",54,1006
"1267","2022-07-17","Charlie",1,5
"1268","2022-07-17","Chyna",1,194
"1269","2022-07-17","Coco",5,93
"1270","2022-07-17","Dami",242,2806
"1271","2022-07-17","Danica",15,299
"1272","2022-07-17","Davide",129,1371
"1273","2022-07-17","Deji",26,429
"1274","2022-07-17","Ekin-Su",194,2629
"1275","2022-07-17","Gemma",241,2682
"1276","2022-07-17","Ikenna",1,10
"1277","2022-07-17","Indiyah",125,2096
"1278","2022-07-17","Jacques",78,2461
"1279","2022-07-17","Jamie",0,3
"1280","2022-07-17","Jay",8,121
"1281","2022-07-17","Josh",5,38
"1282","2022-07-17","Lacey",0,0
"1283","2022-07-17","Liam",1,17
"1284","2022-07-17","Luca",547,4557
"1285","2022-07-17","Nathalia",0,0
"1286","2022-07-17","Paige",131,2315
"1287","2022-07-17","Reece",0,1
"1288","2022-07-17","Remi",5,55
"1289","2022-07-17","Summer",123,1830
"1290","2022-07-17","Tasha",61,678
"1291","2022-07-18","Adam",45,588
"1292","2022-07-18","Afia",0,1
"1293","2022-07-18","Amber",0,32
"1294","2022-07-18","Andrew",70,1032
"1295","2022-07-18","Antigoni",0,2
"1296","2022-07-18","Billy",26,677
"1297","2022-07-18","Charlie",0,2
"1298","2022-07-18","Chyna",1,5
"1299","2022-07-18","Coco",1,9
"1300","2022-07-18","Dami",406,6261
"1301","2022-07-18","Danica",53,743
"1302","2022-07-18","Davide",82,618
"1303","2022-07-18","Deji",60,1656
"1304","2022-07-18","Ekin-Su",82,1407
"1305","2022-07-18","Gemma",102,1817
"1306","2022-07-18","Ikenna",2,19
"1307","2022-07-18","Indiyah",133,3868
"1308","2022-07-18","Jacques",18,283
"1309","2022-07-18","Jamie",0,0
"1310","2022-07-18","Jay",1,23
"1311","2022-07-18","Josh",0,5
"1312","2022-07-18","Lacey",0,0
"1313","2022-07-18","Liam",0,11
"1314","2022-07-18","Luca",382,4631
"1315","2022-07-18","Nathalia",0,0
"1316","2022-07-18","Paige",175,2914
"1317","2022-07-18","Reece",0,0
"1318","2022-07-18","Remi",4,35
"1319","2022-07-18","Summer",64,2901
"1320","2022-07-18","Tasha",168,1988
"1321","2022-07-19","Adam",28,251
"1322","2022-07-19","Afia",0,2
"1323","2022-07-19","Amber",3,24
"1324","2022-07-19","Andrew",35,444
"1325","2022-07-19","Antigoni",2,5
"1326","2022-07-19","Billy",206,3189
"1327","2022-07-19","Charlie",1,6
"1328","2022-07-19","Chyna",0,0
"1329","2022-07-19","Coco",0,11
"1330","2022-07-19","Dami",473,6838
"1331","2022-07-19","Danica",177,4458
"1332","2022-07-19","Davide",38,374
"1333","2022-07-19","Deji",37,853
"1334","2022-07-19","Ekin-Su",35,539
"1335","2022-07-19","Gemma",23,346
"1336","2022-07-19","Ikenna",0,5
"1337","2022-07-19","Indiyah",95,1353
"1338","2022-07-19","Jacques",8,79
"1339","2022-07-19","Jamie",0,0
"1340","2022-07-19","Jay",2,23
"1341","2022-07-19","Josh",0,6
"1342","2022-07-19","Lacey",0,1
"1343","2022-07-19","Liam",2,13
"1344","2022-07-19","Luca",355,4497
"1345","2022-07-19","Nathalia",0,0
"1346","2022-07-19","Paige",58,692
"1347","2022-07-19","Reece",0,0
"1348","2022-07-19","Remi",2,42
"1349","2022-07-19","Summer",122,2070
"1350","2022-07-19","Tasha",163,1795
"1351","2022-07-20","Adam",95,1417
"1352","2022-07-20","Afia",0,0
"1353","2022-07-20","Amber",2,35
"1354","2022-07-20","Andrew",32,487
"1355","2022-07-20","Antigoni",0,14
"1356","2022-07-20","Billy",17,126
"1357","2022-07-20","Charlie",0,4
"1358","2022-07-20","Chyna",0,6
"1359","2022-07-20","Coco",3,59
"1360","2022-07-20","Dami",479,4298
"1361","2022-07-20","Danica",37,1674
"1362","2022-07-20","Davide",228,3898
"1363","2022-07-20","Deji",113,1986
"1364","2022-07-20","Ekin-Su",198,4377
"1365","2022-07-20","Gemma",38,555
"1366","2022-07-20","Ikenna",1,23
"1367","2022-07-20","Indiyah",45,623
"1368","2022-07-20","Jacques",8,172
"1369","2022-07-20","Jamie",6,382
"1370","2022-07-20","Jay",0,44
"1371","2022-07-20","Josh",1,25
"1372","2022-07-20","Lacey",4,306
"1373","2022-07-20","Liam",0,12
"1374","2022-07-20","Luca",113,1260
"1375","2022-07-20","Nathalia",47,1933
"1376","2022-07-20","Paige",84,975
"1377","2022-07-20","Reece",13,592
"1378","2022-07-20","Remi",2,77
"1379","2022-07-20","Summer",16,206
"1380","2022-07-20","Tasha",68,926
"1381","2022-07-21","Adam",251,4222
"1382","2022-07-21","Afia",0,2
"1383","2022-07-21","Amber",1,37
"1384","2022-07-21","Andrew",8,146
"1385","2022-07-21","Antigoni",0,5
"1386","2022-07-21","Billy",1,33
"1387","2022-07-21","Charlie",0,5
"1388","2022-07-21","Chyna",1,12
"1389","2022-07-21","Coco",4,17
"1390","2022-07-21","Dami",66,634
"1391","2022-07-21","Danica",51,2151
"1392","2022-07-21","Davide",31,775
"1393","2022-07-21","Deji",107,1793
"1394","2022-07-21","Ekin-Su",193,4184
"1395","2022-07-21","Gemma",21,411
"1396","2022-07-21","Ikenna",0,13
"1397","2022-07-21","Indiyah",27,567
"1398","2022-07-21","Jacques",24,1034
"1399","2022-07-21","Jamie",9,335
"1400","2022-07-21","Jay",2,33
"1401","2022-07-21","Josh",4,12
"1402","2022-07-21","Lacey",38,556
"1403","2022-07-21","Liam",0,8
"1404","2022-07-21","Luca",32,301
"1405","2022-07-21","Nathalia",149,2598
"1406","2022-07-21","Paige",216,4853
"1407","2022-07-21","Reece",63,1216
"1408","2022-07-21","Remi",1,100
"1409","2022-07-21","Summer",13,124
"1410","2022-07-21","Tasha",12,210
"1411","2022-07-22","Adam",51,774
"1412","2022-07-22","Afia",0,12
"1413","2022-07-22","Amber",0,18
"1414","2022-07-22","Andrew",31,487
"1415","2022-07-22","Antigoni",0,8
"1416","2022-07-22","Billy",0,17
"1417","2022-07-22","Charlie",0,13
"1418","2022-07-22","Chyna",1,8
"1419","2022-07-22","Coco",7,22
"1420","2022-07-22","Dami",141,2148
"1421","2022-07-22","Danica",67,2164
"1422","2022-07-22","Davide",50,2026
"1423","2022-07-22","Deji",29,1113
"1424","2022-07-22","Ekin-Su",158,4187
"1425","2022-07-22","Gemma",174,1392
"1426","2022-07-22","Ikenna",0,8
"1427","2022-07-22","Indiyah",77,1566
"1428","2022-07-22","Jacques",6,214
"1429","2022-07-22","Jamie",14,480
"1430","2022-07-22","Jay",0,12
"1431","2022-07-22","Josh",1,10
"1432","2022-07-22","Lacey",10,393
"1433","2022-07-22","Liam",1,10
"1434","2022-07-22","Luca",98,1148
"1435","2022-07-22","Nathalia",109,2868
"1436","2022-07-22","Paige",66,869
"1437","2022-07-22","Reece",73,2343
"1438","2022-07-22","Remi",6,93
"1439","2022-07-22","Summer",4,50
"1440","2022-07-22","Tasha",33,542
